Ocupação;Quantitativo;Porcentagem;Ano
Operador de Equipamento Médico e Odontológico;26;0,0001;2008
Operador de Equipamento de Rádio, Televisão, Som e Cinema;121;0,0003;2008
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;553;0,0016;2008
Operador de Instalação de Produção de Energia Elétrica e Nuclear;65;0,0002;2008
Padeiro, Confeiteiro e Assemelhados;684;0,002;2008
Paramédico;7;0;2008
Pecuarista;1963;0,0056;2008
Pedagogo;1333;0,0038;2008
Pescador;1616;0,0046;2008
Petroleiro;33;0,0001;2008
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;18;0,0001;2008
Policial Civil;1029;0,0029;2008
Policial Militar;2940;0,0084;2008
Porteiro de Edifício, Ascensorista, Garagista e Zelador;294;0,0008;2008
Prefeito;4;0;2008
Presidente da República;2;0;2008
Produtor Agropecuário;2377;0,0068;2008
Produtor de Espetáculos Públicos;217;0,0006;2008
Professor de Ensino Fundamental;10935;0,0313;2008
Professor de Ensino Médio;10109;0,0289;2008
Professor de Ensino Superior;1173;0,0034;2008
Professor e Instrutor de Formação Profissional;626;0,0018;2008
Programador de Computador;41;0,0001;2008
Protético;278;0,0008;2008
Psicólogo;346;0,001;2008
Publicitário;422;0,0012;2008
Químico;98;0,0003;2008
Recepcionista;464;0,0013;2008
Relações-Públicas;99;0,0003;2008
Relojoeiro e Montador de Instrumento de Precisão;40;0,0001;2008
Representante Comercial;1547;0,0044;2008
Sacerdote ou Membro de Ordem ou Seita Religiosa;557;0,0016;2008
Salva-Vidas;18;0,0001;2008
Secretário e Datilógrafo;941;0,0027;2008
Securitário;53;0,0002;2008
Serralheiro;512;0,0015;2008
Serventuário de Justiça;358;0,001;2008
Servidor Público Civil Aposentado;1170;0,0033;2008
Servidor Público Estadual;6972;0,0199;2008
Servidor Público Federal;2196;0,0063;2008
Servidor Público Municipal;24304;0,0695;2008
Servidor da Justiça Eleitoral;8;0;2008
Sociólogo;81;0,0002;2008
Supervisor, Inspetor e Agente de Compras e Vendas;364;0,001;2008
Tabelião;70;0,0002;2008
Tapeceiro;80;0,0002;2008
Taquígrafo e Estenógrafo;1;0;2008
Taxista;1061;0,003;2008
Telefonista;160;0,0005;2008
Terapeuta;57;0,0002;2008
Torneiro Mecânico;223;0,0006;2008
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;31;0,0001;2008
Trabalhador Florestal;98;0,0003;2008
Trabalhador Metalúrgico e Siderúrgico;332;0,0009;2008
Trabalhador Rural;8175;0,0234;2008
Trabalhador de Artes Gráficas;68;0,0002;2008
Trabalhador de Construção Civil;2983;0,0085;2008
Trabalhador de Curtimento;20;0,0001;2008
Trabalhador de Fabricação de Calçados e Artefatos de Couro;177;0,0005;2008
Trabalhador de Fabricação de Papel e Papelão;36;0,0001;2008
Trabalhador de Fabricação de Produtos Têxteis (Exceto Roupas);69;0,0002;2008
Trabalhador de Fabricação de Produtos de Borracha e Plástico;31;0,0001;2008
Trabalhador de Fabricação de Roupas;154;0,0004;2008
Trabalhador de Fabricação e Preparação de Alimentos e Bebidas;131;0,0004;2008
Trabalhador de Fabricação, Vulcanização e Reparação de Pneumáticos;11;0;2008
Trabalhador de Hotelaria;35;0,0001;2008
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;68;0,0002;2008
Trabalhador de Tratamento de Fumo e de Fabricação de Cigarros/Charutos;8;0;2008
Trabalhador de Usinagem de Metais;60;0,0002;2008
Trabalhador em Atividade de Processamento Químico;30;0,0001;2008
Tradutor, Intérprete e Filólogo;9;0;2008
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;1359;0,0039;2008
Técnico Têxtil;21;0,0001;2008
Técnico de Biologia;18;0,0001;2008
Técnico de Eletricidade, Eletrônica e Telecomunicações;864;0,0025;2008
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);2410;0,0069;2008
Técnico de Laboratório e Raios X;376;0,0011;2008
Técnico de Mecânica;188;0,0005;2008
Técnico de Mineração, Metalurgia e Geologia;74;0,0002;2008
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;239;0,0007;2008
Técnico de Química;97;0,0003;2008
Técnico em Agronomia e Agrimensura;932;0,0027;2008
Técnico em Edificações;130;0,0004;2008
Técnico em Informática;363;0,001;2008
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;2185;0,0062;2008
Vendedor de Comércio Varejista e Atacadista;3448;0,0099;2008
Vereador;17514;0,0501;2008
Veterinário;331;0,0009;2008
Vigilante;2898;0,0083;2008
Zootecnista;72;0,0002;2008
Administrador;5197;0,0115;2012
Advogado;6040;0,0134;2012
Agenciador de Propaganda;110;0,0002;2012
Agente Administrativo;4097;0,0091;2012
Agente Postal;240;0,0005;2012
Agente de Saúde e Sanitarista;3643;0,0081;2012
Agente de Serviços Funerários e Embalsamador;89;0,0002;2012
Agente de Viagem;118;0,0003;2012
Agricultor;36296;0,0805;2012
Agrônomo;394;0,0009;2012
Alfaiate e Costureiro;325;0,0007;2012
Almoxarife;331;0,0007;2012
Analista de Sistemas;257;0,0006;2012
Antropólogo;2;0;2012
Aposentado (Exceto Servidor Público);14101;0,0313;2012
Arqueólogo;2;0;2012
Arquiteto;199;0,0004;2012
Arquivista e Museólogo;12;0;2012
Artesão;808;0,0018;2012
Artista Plástico e Assemelhados;215;0,0005;2012
Artista de Circo;50;0,0001;2012
Assistente Social;944;0,0021;2012
Astrólogo;7;0;2012
Astrônomo;159;0,0004;2012
Atendente de Lanchonete e Restaurante;325;0,0007;2012
Atleta Profissional e Técnico em Desportos;187;0,0004;2012
Ator e Diretor de Espetáculos Públicos;140;0,0003;2012
Auxiliar de Escritório e Assemelhados;5078;0,0113;2012
Auxiliar de Laboratório;302;0,0007;2012
Bacteriologista e Assemelhados;12;0;2012
Bancário e Economiário;843;0,0019;2012
Bibliotecário;72;0,0002;2012
Biomédico;87;0,0002;2012
Biólogo;190;0,0004;2012
Bombeiro Civil;78;0,0002;2012
Bombeiro Militar;328;0,0007;2012
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;82;0,0002;2012
Cabeleireiro e Barbeiro;3948;0,0088;2012
Cantor e Compositor;537;0,0012;2012
Capitalista de Ativos Financeiros;8;0;2012
Carpinteiro, Marceneiro e Assemelhados;1361;0,003;2012
Carvoeiro;28;0,0001;2012
Catador de Recicláveis;84;0,0002;2012
Ceramista e Oleiro;108;0,0002;2012
Chapeleiro;6;0;2012
Chaveiro;71;0,0002;2012
Cientista Político;24;0,0001;2012
Cobrador de Transporte Coletivo;273;0,0006;2012
Comandante de Embarcações;20;0;2012
Comerciante;32955;0,0731;2012
Comerciário;3882;0,0086;2012
Comissário de Bordo;4;0;2012
Comunicólogo;89;0,0002;2012
Contador;1816;0,004;2012
Controlador de Tráfego Aéreo;2;0;2012
Coreógrafo e Bailarino;30;0,0001;2012
Corretor de Imóveis, Seguros, Títulos e Valores;1748;0,0039;2012
Cortador, Polidor e Gravador de Pedras;33;0,0001;2012
Coveiro;40;0,0001;2012
Cozinheiro;1034;0,0023;2012
Decorador;95;0,0002;2012
Demonstrador;9;0;2012
Deputado;1;0;2012
Desenhista;160;0,0004;2012
Despachante;348;0,0008;2012
Detetive Particular;23;0,0001;2012
Digitador;225;0,0005;2012
Diretor de Empresas;225;0,0005;2012
Diretor de Estabelecimento de Ensino;465;0,001;2012
Dona de Casa;22786;0,0506;2012
Economista;299;0,0007;2012
Economista Doméstico;13;0;2012
Eletricista e Assemelhados;2214;0,0049;2012
Embalador, Empacotador e Assemelhados;118;0,0003;2012
Empregado Doméstico;901;0,002;2012
Empresário;17211;0,0382;2012
Encanador, Soldador, Chapeador e Caldeireiro;382;0,0008;2012
Enfermeiro;3014;0,0067;2012
Engenheiro;1228;0,0027;2012
Engraxate;8;0;2012
Escritor e Crítico;77;0,0002;2012
Escultor e Pintor;146;0,0003;2012
Estatístico;8;0;2012
Esteticista;209;0,0005;2012
Estivador, Carregador e Assemelhados;107;0,0002;2012
Estofador;73;0,0002;2012
Estudante, Bolsista, Estagiário e Assemelhados;8439;0,0187;2012
Farmacêutico;613;0,0014;2012
Faxineiro;591;0,0013;2012
Feirante, Ambulante e Mascate;313;0,0007;2012
Ferroviário;41;0,0001;2012
Fiandeiro, Tecelão, Tingidor e Assemelhados;30;0,0001;2012
Fiscal;686;0,0015;2012
Fiscal de Transporte Coletivo;52;0,0001;2012
Fisioterapeuta e Terapeuta Ocupacional;555;0,0012;2012
Fonoaudiólogo;58;0,0001;2012
Fotógrafo e Assemelhados;569;0,0013;2012
Frentista;685;0,0015;2012
Funileiro;282;0,0006;2012
Físico;5;0;2012
Gari ou Lixeiro;393;0,0009;2012
Garimpeiro;64;0,0001;2012
Garçom;481;0,0011;2012
Geofísico;3;0;2012
Gerente;2226;0,0049;2012
Geógrafo;46;0,0001;2012
Geólogo;19;0;2012
Governanta;22;0;2012
Guardador de Veículos;17;0;2012
Guia de Turismo;95;0,0002;2012
Historiador;46;0,0001;2012
Industrial;822;0,0018;2012
Jardineiro;264;0,0006;2012
Joalheiro e Ourives;11;0;2012
Jornaleiro;47;0,0001;2012
Jornalista e Redator;1023;0,0023;2012
Lanterneiro e Pintor de Veículos;153;0,0003;2012
Lavador de Veículos;119;0,0003;2012
Lavandeiro, Tintureiro e Assemelhados;34;0,0001;2012
Leiloeiro, Avaliador e Assemelhados;11;0;2012
Leiturista;65;0,0001;2012
Locutor e Comentarista de Rádio e Televisão e Radialista;1551;0,0034;2012
Magistrado;15;0;2012
Manicure e Maquilador;442;0,001;2012
Maquinista e Foguista de Embarcações e Assemelhados;31;0,0001;2012
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;121;0,0003;2012
Massagista;151;0,0003;2012
Matemático e Atuário;22;0;2012
Mecânico de Manutenção;2781;0,0062;2012
Membro das Forças Armadas;180;0,0004;2012
Membro do Ministério Público;7;0;2012
Mestre e Contramestre de Embarcação;10;0;2012
Meteorologista;8;0;2012
Militar Reformado;1230;0,0027;2012
Ministro de Estado;29;0,0001;2012
Modelo;26;0,0001;2012
Montador de Estrutura Metálica;132;0,0003;2012
Montador de Máquinas;94;0,0002;2012
Motoboy;922;0,002;2012
Motorista Particular;4614;0,0102;2012
Motorista de Veículos de Transporte Coletivo de Passageiros;6880;0,0153;2012
Motorista de Veículos de Transporte de Carga;4766;0,0106;2012
Médico;1781;0,004;2012
Músico;1039;0,0023;2012
Nutricionista e Assemelhados;158;0,0004;2012
Oceanógrafo;31;0,0001;2012
Ocupante de Cargo em Comissão;888;0,002;2012
Odontólogo;1049;0,0023;2012
Office-Boy e Contínuo;58;0,0001;2012
Operador de Aparelhos de Produção Industrial;1167;0,0026;2012
Operador de Computador;129;0,0003;2012
Operador de Equipamento Médico e Odontológico;26;0,0001;2012
Operador de Equipamento de Rádio, Televisão, Som e Cinema;148;0,0003;2012
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;584;0,0013;2012
Operador de Instalação de Produção de Energia Elétrica e Nuclear;38;0,0001;2012
Padeiro, Confeiteiro e Assemelhados;905;0,002;2012
Paramédico;6;0;2012
Pecuarista;1768;0,0039;2012
Pedagogo;2061;0,0046;2012
Pescador;2104;0,0047;2012
Petroleiro;35;0,0001;2012
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;18;0;2012
Policial Civil;1028;0,0023;2012
Policial Militar;3449;0,0077;2012
Porteiro de Edifício, Ascensorista, Garagista e Zelador;524;0,0012;2012
Prefeito;6;0;2012
Produtor Agropecuário;2415;0,0054;2012
Produtor de Espetáculos Públicos;249;0,0006;2012
Professor de Ensino Fundamental;12872;0,0286;2012
Professor de Ensino Médio;10524;0,0234;2012
Professor de Ensino Superior;1280;0,0028;2012
Professor e Instrutor de Formação Profissional;1034;0,0023;2012
Programador de Computador;51;0,0001;2012
Protético;223;0,0005;2012
Psicólogo;499;0,0011;2012
Publicitário;488;0,0011;2012
Químico;90;0,0002;2012
Recepcionista;843;0,0019;2012
Relações-Públicas;135;0,0003;2012
Relojoeiro e Montador de Instrumento de Precisão;29;0,0001;2012
Representante Comercial;1706;0,0038;2012
Sacerdote ou Membro de Ordem ou Seita Religiosa;721;0,0016;2012
Salva-Vidas;27;0,0001;2012
Secretário e Datilógrafo;1803;0,004;2012
Securitário;65;0,0001;2012
Serralheiro;592;0,0013;2012
Serventuário de Justiça;246;0,0005;2012
Servidor Público Civil Aposentado;1548;0,0034;2012
Servidor Público Estadual;8345;0,0185;2012
Servidor Público Federal;2144;0,0048;2012
Servidor Público Municipal;37858;0,084;2012
Servidor da Justiça Eleitoral;16;0;2012
Sociólogo;72;0,0002;2012
Supervisor, Inspetor e Agente de Compras e Vendas;511;0,0011;2012
Tabelião;67;0,0001;2012
Tapeceiro;108;0,0002;2012
Taquígrafo e Estenógrafo;4;0;2012
Taxista;1554;0,0034;2012
Telefonista;206;0,0005;2012
Terapeuta;100;0,0002;2012
Torneiro Mecânico;174;0,0004;2012
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;146;0,0003;2012
Trabalhador Florestal;80;0,0002;2012
Trabalhador Metalúrgico e Siderúrgico;459;0,001;2012
Trabalhador Rural;7978;0,0177;2012
Trabalhador de Artes Gráficas;69;0,0002;2012
Trabalhador de Construção Civil;3665;0,0081;2012
Trabalhador de Curtimento;26;0,0001;2012
Trabalhador de Fabricação de Calçados e Artefatos de Couro;184;0,0004;2012
Trabalhador de Fabricação de Papel e Papelão;37;0,0001;2012
Trabalhador de Fabricação de Produtos Têxteis (Exceto Roupas);79;0,0002;2012
Trabalhador de Fabricação de Produtos de Borracha e Plástico;36;0,0001;2012
Trabalhador de Fabricação de Roupas;292;0,0006;2012
Trabalhador de Fabricação e Preparação de Alimentos e Bebidas;188;0,0004;2012
Trabalhador de Fabricação, Vulcanização e Reparação de Pneumáticos;15;0;2012
Trabalhador de Hotelaria;45;0,0001;2012
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;63;0,0001;2012
Trabalhador de Tratamento de Fumo e de Fabricação de Cigarros/Charutos;9;0;2012
Trabalhador de Usinagem de Metais;49;0,0001;2012
Trabalhador em Atividade de Processamento Químico;29;0,0001;2012
Tradutor, Intérprete e Filólogo;12;0;2012
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;819;0,0018;2012
Técnico Têxtil;13;0;2012
Técnico de Biologia;13;0;2012
Técnico de Eletricidade, Eletrônica e Telecomunicações;657;0,0015;2012
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);2581;0,0057;2012
Técnico de Laboratório e Raios X;334;0,0007;2012
Técnico de Mecânica;165;0,0004;2012
Técnico de Mineração, Metalurgia e Geologia;60;0,0001;2012
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;228;0,0005;2012
Técnico de Química;75;0,0002;2012
Técnico em Agronomia e Agrimensura;649;0,0014;2012
Técnico em Edificações;85;0,0002;2012
Técnico em Informática;431;0,001;2012
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;4718;0,0105;2012
Vendedor de Comércio Varejista e Atacadista;3609;0,008;2012
Vereador;18939;0,042;2012
Veterinário;420;0,0009;2012
Vigilante;3846;0,0085;2012
Zootecnista;75;0,0002;2012
Administrador;5684;0,0123;2016
Advogado;6539;0,0141;2016
Agenciador de Propaganda;90;0,0002;2016
Agente Administrativo;3500;0,0076;2016
Agente Postal;218;0,0005;2016
Agente de Saúde e Sanitarista;3667;0,0079;2016
Agente de Serviços Funerários e Embalsamador;98;0,0002;2016
Agente de Viagem;99;0,0002;2016
Agricultor;33338;0,0719;2016
Agrônomo;380;0,0008;2016
Alfaiate e Costureiro;314;0,0007;2016
Almoxarife;297;0,0006;2016
Analista de Sistemas;286;0,0006;2016
Antropólogo;5;0;2016
Aposentado (Exceto Servidor Público);15212;0,0328;2016
Arqueólogo;5;0;2016
Arquiteto;267;0,0006;2016
Arquivista e Museólogo;13;0;2016
Artesão;815;0,0018;2016
Artista Plástico e Assemelhados;175;0,0004;2016
Artista de Circo;37;0,0001;2016
Assistente Social;1454;0,0031;2016
Astrólogo;4;0;2016
Astrônomo;170;0,0004;2016
Atendente de Lanchonete e Restaurante;450;0,001;2016
Atleta Profissional e Técnico em Desportos;218;0,0005;2016
Ator e Diretor de Espetáculos Públicos;121;0,0003;2016
Auxiliar de Escritório e Assemelhados;4836;0,0104;2016
Auxiliar de Laboratório;235;0,0005;2016
Bacteriologista e Assemelhados;6;0;2016
Bancário e Economiário;622;0,0013;2016
Bibliotecário;51;0,0001;2016
Biomédico;107;0,0002;2016
Biólogo;188;0,0004;2016
Bombeiro Civil;152;0,0003;2016
Bombeiro Militar;270;0,0006;2016
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;82;0,0002;2016
Cabeleireiro e Barbeiro;4659;0,0101;2016
Cantor e Compositor;611;0,0013;2016
Capitalista de Ativos Financeiros;7;0;2016
Carpinteiro, Marceneiro e Assemelhados;1358;0,0029;2016
Carvoeiro;20;0;2016
Catador de Recicláveis;121;0,0003;2016
Ceramista e Oleiro;88;0,0002;2016
Chapeleiro;2;0;2016
Chaveiro;81;0,0002;2016
Cientista Político;26;0,0001;2016
Cobrador de Transporte Coletivo;276;0,0006;2016
Comandante de Embarcações;11;0;2016
Comerciante;29861;0,0644;2016
Comerciário;3443;0,0074;2016
Comissário de Bordo;6;0;2016
Comunicólogo;76;0,0002;2016
Contador;1684;0,0036;2016
Controlador de Tráfego Aéreo;5;0;2016
Coreógrafo e Bailarino;36;0,0001;2016
Corretor de Imóveis, Seguros, Títulos e Valores;2097;0,0045;2016
Cortador, Polidor e Gravador de Pedras;26;0,0001;2016
Coveiro;46;0,0001;2016
Cozinheiro;1278;0,0028;2016
Decorador;135;0,0003;2016
Demonstrador;2;0;2016
Deputado;2;0;2016
Desenhista;146;0,0003;2016
Despachante;336;0,0007;2016
Detetive Particular;31;0,0001;2016
Digitador;174;0,0004;2016
Diplomata;1;0;2016
Diretor de Empresas;234;0,0005;2016
Diretor de Estabelecimento de Ensino;297;0,0006;2016
Dona de Casa;24197;0,0522;2016
Economista;239;0,0005;2016
Economista Doméstico;15;0;2016
Eletricista e Assemelhados;2345;0,0051;2016
Embalador, Empacotador e Assemelhados;160;0,0003;2016
Empregado Doméstico;987;0,0021;2016
Empresário;21483;0,0464;2016
Encanador, Soldador, Chapeador e Caldeireiro;426;0,0009;2016
Enfermeiro;3540;0,0076;2016
Engenheiro;1384;0,003;2016
Engraxate;7;0;2016
Escritor e Crítico;82;0,0002;2016
Escultor e Pintor;167;0,0004;2016
Estatístico;6;0;2016
Esteticista;324;0,0007;2016
Estivador, Carregador e Assemelhados;94;0,0002;2016
Estofador;63;0,0001;2016
Estudante, Bolsista, Estagiário e Assemelhados;9055;0,0195;2016
Farmacêutico;645;0,0014;2016
Faxineiro;730;0,0016;2016
Feirante, Ambulante e Mascate;313;0,0007;2016
Ferroviário;40;0,0001;2016
Fiandeiro, Tecelão, Tingidor e Assemelhados;21;0;2016
Fiscal;604;0,0013;2016
Fiscal de Transporte Coletivo;51;0,0001;2016
Fisioterapeuta e Terapeuta Ocupacional;647;0,0014;2016
Fonoaudiólogo;53;0,0001;2016
Fotógrafo e Assemelhados;598;0,0013;2016
Frentista;843;0,0018;2016
Funileiro;238;0,0005;2016
Físico;8;0;2016
Gari ou Lixeiro;438;0,0009;2016
Garimpeiro;51;0,0001;2016
Garçom;482;0,001;2016
Gerente;2099;0,0045;2016
Geógrafo;44;0,0001;2016
Geólogo;16;0;2016
Governanta;19;0;2016
Guardador de Veículos;16;0;2016
Guia de Turismo;76;0,0002;2016
Historiador;53;0,0001;2016
Industrial;695;0,0015;2016
Jardineiro;351;0,0008;2016
Joalheiro e Ourives;12;0;2016
Jornaleiro;47;0,0001;2016
Jornalista e Redator;1210;0,0026;2016
Lanterneiro e Pintor de Veículos;163;0,0004;2016
Lavador de Veículos;158;0,0003;2016
Lavandeiro, Tintureiro e Assemelhados;38;0,0001;2016
Leiloeiro, Avaliador e Assemelhados;14;0;2016
Leiturista;73;0,0002;2016
Locutor e Comentarista de Rádio e Televisão e Radialista;1463;0,0032;2016
Magistrado;11;0;2016
Manicure e Maquilador;638;0,0014;2016
Maquinista e Foguista de Embarcações e Assemelhados;23;0;2016
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;125;0,0003;2016
Massagista;127;0,0003;2016
Matemático e Atuário;19;0;2016
Mecânico de Manutenção;2987;0,0064;2016
Membro das Forças Armadas;118;0,0003;2016
Membro do Ministério Público;5;0;2016
Mestre e Contramestre de Embarcação;13;0;2016
Meteorologista;4;0;2016
Militar Reformado;1258;0,0027;2016
Ministro de Estado;23;0;2016
Modelo;31;0,0001;2016
Montador de Estrutura Metálica;194;0,0004;2016
Montador de Máquinas;70;0,0002;2016
Motoboy;1069;0,0023;2016
Motorista Particular;4711;0,0102;2016
Motorista de Veículos de Transporte Coletivo de Passageiros;7042;0,0152;2016
Motorista de Veículos de Transporte de Carga;4891;0,0106;2016
Médico;1308;0,0028;2016
Músico;1062;0,0023;2016
Nutricionista e Assemelhados;199;0,0004;2016
Oceanógrafo;76;0,0002;2016
Ocupante de Cargo em Comissão;558;0,0012;2016
Odontólogo;904;0,002;2016
Office-Boy e Contínuo;66;0,0001;2016
Operador de Aparelhos de Produção Industrial;1147;0,0025;2016
Operador de Computador;123;0,0003;2016
Operador de Equipamento Médico e Odontológico;19;0;2016
Operador de Equipamento de Rádio, Televisão, Som e Cinema;156;0,0003;2016
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;613;0,0013;2016
Operador de Instalação de Produção de Energia Elétrica e Nuclear;47;0,0001;2016
Padeiro, Confeiteiro e Assemelhados;903;0,0019;2016
Paramédico;3;0;2016
Pecuarista;1354;0,0029;2016
Pedagogo;2046;0,0044;2016
Pescador;2500;0,0054;2016
Petroleiro;20;0;2016
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;30;0,0001;2016
Policial Civil;945;0,002;2016
Policial Militar;3027;0,0065;2016
Porteiro de Edifício, Ascensorista, Garagista e Zelador;593;0,0013;2016
Prefeito;5;0;2016
Produtor Agropecuário;2314;0,005;2016
Produtor de Espetáculos Públicos;230;0,0005;2016
Professor de Ensino Fundamental;11491;0,0248;2016
Professor de Ensino Médio;8217;0,0177;2016
Professor de Ensino Superior;1108;0,0024;2016
Professor e Instrutor de Formação Profissional;1197;0,0026;2016
Programador de Computador;55;0,0001;2016
Protético;179;0,0004;2016
Psicólogo;635;0,0014;2016
Publicitário;518;0,0011;2016
Químico;121;0,0003;2016
Recepcionista;910;0,002;2016
Relações-Públicas;105;0,0002;2016
Relojoeiro e Montador de Instrumento de Precisão;23;0;2016
Representante Comercial;1583;0,0034;2016
Sacerdote ou Membro de Ordem ou Seita Religiosa;728;0,0016;2016
Salva-Vidas;27;0,0001;2016
Secretário e Datilógrafo;1367;0,0029;2016
Securitário;73;0,0002;2016
Serralheiro;673;0,0015;2016
Serventuário de Justiça;132;0,0003;2016
Servidor Público Civil Aposentado;1664;0,0036;2016
Servidor Público Estadual;5229;0,0113;2016
Servidor Público Federal;1514;0,0033;2016
Servidor Público Municipal;30592;0,066;2016
Servidor da Justiça Eleitoral;17;0;2016
Sociólogo;77;0,0002;2016
Supervisor, Inspetor e Agente de Compras e Vendas;559;0,0012;2016
Tabelião;40;0,0001;2016
Tapeceiro;104;0,0002;2016
Taquígrafo e Estenógrafo;4;0;2016
Taxista;1772;0,0038;2016
Telefonista;182;0,0004;2016
Terapeuta;103;0,0002;2016
Torneiro Mecânico;183;0,0004;2016
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;130;0,0003;2016
Trabalhador Florestal;69;0,0001;2016
Trabalhador Metalúrgico e Siderúrgico;456;0,001;2016
Trabalhador Rural;7713;0,0166;2016
Trabalhador de Artes Gráficas;91;0,0002;2016
Trabalhador de Construção Civil;4243;0,0092;2016
Trabalhador de Curtimento;9;0;2016
Trabalhador de Fabricação de Calçados e Artefatos de Couro;152;0,0003;2016
Trabalhador de Fabricação de Papel e Papelão;20;0;2016
Trabalhador de Fabricação de Produtos Têxteis (Exceto Roupas);65;0,0001;2016
Trabalhador de Fabricação de Produtos de Borracha e Plástico;23;0;2016
Trabalhador de Fabricação de Roupas;282;0,0006;2016
Trabalhador de Fabricação e Preparação de Alimentos e Bebidas;209;0,0005;2016
Trabalhador de Fabricação, Vulcanização e Reparação de Pneumáticos;23;0;2016
Trabalhador de Hotelaria;53;0,0001;2016
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;53;0,0001;2016
Trabalhador de Tratamento de Fumo e de Fabricação de Cigarros/Charutos;2;0;2016
Trabalhador de Usinagem de Metais;56;0,0001;2016
Trabalhador em Atividade de Processamento Químico;28;0,0001;2016
Tradutor, Intérprete e Filólogo;6;0;2016
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;712;0,0015;2016
Técnico Têxtil;20;0;2016
Técnico de Biologia;16;0;2016
Técnico de Eletricidade, Eletrônica e Telecomunicações;628;0,0014;2016
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);3145;0,0068;2016
Técnico de Laboratório e Raios X;376;0,0008;2016
Técnico de Mecânica;176;0,0004;2016
Técnico de Mineração, Metalurgia e Geologia;49;0,0001;2016
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;268;0,0006;2016
Técnico de Química;60;0,0001;2016
Técnico em Agronomia e Agrimensura;541;0,0012;2016
Técnico em Edificações;116;0,0003;2016
Técnico em Informática;469;0,001;2016
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;4714;0,0102;2016
Vendedor de Comércio Varejista e Atacadista;4174;0,009;2016
Vereador;22067;0,0476;2016
Veterinário;424;0,0009;2016
Vigilante;4318;0,0093;2016
Zootecnista;75;0,0002;2016
Administrador;6414;0,0124;2020
Advogado;8760;0,0169;2020
Agenciador de Propaganda;93;0,0002;2020
Agente Administrativo;3792;0,0073;2020
Agente Postal;270;0,0005;2020
Agente de Saúde e Sanitarista;3792;0,0073;2020
Agente de Serviços Funerários e Embalsamador;123;0,0002;2020
Agente de Viagem;137;0,0003;2020
Agricultor;35257;0,068;2020
Agrônomo;380;0,0007;2020
Alfaiate e Costureiro;418;0,0008;2020
Almoxarife;343;0,0007;2020
Analista de Sistemas;316;0,0006;2020
Antropólogo;8;0;2020
Aposentado (Exceto Servidor Público);17965;0,0346;2020
Arqueólogo;6;0;2020
Arquiteto;382;0,0007;2020
Arquivista e Museólogo;20;0;2020
Artesão;1095;0,0021;2020
Artista Plástico e Assemelhados;257;0,0005;2020
Artista de Circo;52;0,0001;2020
Assistente Social;2085;0,004;2020
Astrólogo;6;0;2020
Astrônomo;97;0,0002;2020
Atendente de Lanchonete e Restaurante;514;0,001;2020
Atleta Profissional e Técnico em Desportos;314;0,0006;2020
Ator e Diretor de Espetáculos Públicos;158;0,0003;2020
Auxiliar de Escritório e Assemelhados;4348;0,0084;2020
Auxiliar de Laboratório;194;0,0004;2020
Bacteriologista e Assemelhados;5;0;2020
Bancário e Economiário;513;0,001;2020
Bibliotecário;62;0,0001;2020
Biomédico;132;0,0003;2020
Biólogo;271;0,0005;2020
Bombeiro Civil;376;0,0007;2020
Bombeiro Militar;314;0,0006;2020
Bombeiro e Instalador de Gás, Água, Esgoto e Assemelhados;86;0,0002;2020
Cabeleireiro e Barbeiro;5864;0,0113;2020
Cantor e Compositor;772;0,0015;2020
Capitalista de Ativos Financeiros;7;0;2020
Carpinteiro, Marceneiro e Assemelhados;1272;0,0025;2020
Carvoeiro;26;0,0001;2020
Catador de Recicláveis;232;0,0004;2020
Ceramista e Oleiro;71;0,0001;2020
Chapeleiro;3;0;2020
Chaveiro;95;0,0002;2020
