Ocupação;Quantitativo;Porcentagem;Data de carga
MOTORISTA DE VEICULOS DE TRANSPORTE DE CARGA;10;0,002;29/03/2023 11:16
MONTADOR DE MAQUINAS;3;0,0006;29/03/2023 11:16
VIGILANTE;8;0,0016;29/03/2023 11:16
ARTESAO;2;0,0004;29/03/2023 11:16
OPERADOR DE COMPUTADOR;4;0,0008;29/03/2023 11:16
LEITURISTA;1;0,0002;29/03/2023 11:16
ESTUDANTE,BOLSISTA, ESTAGIARIO E ASSEMELHADOS;64;0,0131;29/03/2023 11:16
LOCUTOR E COMENTARISTA DE RADIO E TELEVISAO E RADIALISTA;30;0,0061;29/03/2023 11:16
MILITAR REFORMADO;41;0,0084;29/03/2023 11:16
PECUARISTA;24;0,0049;29/03/2023 11:16
REPRESENTANTE COMERCIAL;30;0,0061;29/03/2023 11:16
AUXILIAR DE ESCRITORIO E ASSEMELHADOS;13;0,0027;29/03/2023 11:16
JOALHEIROS E OURIVES;3;0,0006;29/03/2023 11:16
TRABALHADOR DE HOTELARIA;3;0,0006;29/03/2023 11:16
ALMOXARIFE;1;0,0002;29/03/2023 11:16
SENADOR, DEPUTADO E VEREADOR;307;0,0626;29/03/2023 11:16
MECANICO DE MANUTENCAO;11;0,0022;29/03/2023 11:16
PEDAGOGO;12;0,0024;29/03/2023 11:16
AGENTE ADMINISTRATIVO;17;0,0035;29/03/2023 11:16
DIRETOR DE ESTABELECIMENTO DE ENSINO;5;0,001;29/03/2023 11:16
TERAPEUTA;3;0,0006;29/03/2023 11:16
AGRONOMO;21;0,0043;29/03/2023 11:16
OPERADOR DE APARELHOS DE PRODUCAO INDUSTRIAL;5;0,001;29/03/2023 11:16
ATLETA PROFISSIONAL E TECNICO EM DESPORTOS;5;0,001;29/03/2023 11:16
MUSICO;7;0,0014;29/03/2023 11:16
PSICOLOGO;11;0,0022;29/03/2023 11:16
FISICO;1;0,0002;29/03/2023 11:16
MOTOBOY;2;0,0004;29/03/2023 11:16
TRABALHADOR METALURGICO E SIDERURGICO;6;0,0012;29/03/2023 11:16
GARIMPEIRO;1;0,0002;29/03/2023 11:16
ESTIVADOR, CARREGADOR, EMBALADOR E ASSEMELHADOS;1;0,0002;29/03/2023 11:16
PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;1;0,0002;29/03/2023 11:16
HISTORIADOR;1;0,0002;29/03/2023 11:16
SERVIDOR PUBLICO ESTADUAL;140;0,0286;29/03/2023 11:16
PROFESSOR E INSTRUTOR DE FORMACAO PROFISSIONAL;10;0,002;29/03/2023 11:16
FARMACEUTICO;10;0,002;29/03/2023 11:16
PROFESSOR DE ENSINO SUPERIOR;75;0,0153;29/03/2023 11:16
MOTORISTA DE VEICULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;28;0,0057;29/03/2023 11:16
DONA DE CASA;16;0,0033;29/03/2023 11:16
TAXISTA E MOTORISTA PARTICULAR;8;0,0016;29/03/2023 11:16
ANTROPOLOGO;5;0,001;29/03/2023 11:16
TRABALHADOR DE MINAS E PEDREIRAS, SONDADOR E TRABALHADOR ASSEMELHADO;2;0,0004;29/03/2023 11:16
SERRALHEIRO;5;0,001;29/03/2023 11:16
TRABALHADOR DE FABRICACAO DE PRODUTOS DE BORRACHA E PLASTICO;1;0,0002;29/03/2023 11:16
ADVOGADO;522;0,1065;29/03/2023 11:16
AGRICULTOR;51;0,0104;29/03/2023 11:16
SERVIDOR PUBLICO CIVIL APOSENTADO;48;0,0098;29/03/2023 11:16
PRODUTOR AGROPECUARIO;12;0,0024;29/03/2023 11:16
COMUNICOLOGO;2;0,0004;29/03/2023 11:16
TRABALHADOR DE CONSTRUCAO CIVIL;11;0,0022;29/03/2023 11:16
TRABALHADOR DE ARTES GRAFICAS;4;0,0008;29/03/2023 11:16
SERVENTUARIO DE JUSTICA;7;0,0014;29/03/2023 11:16
MEMBRO DO MINISTERIO PUBLICO;6;0,0012;29/03/2023 11:16
OPERADOR DE IMPLEMENTO DE AGRICULTURA, PECUARIA E EXPLORACAO FLORESTAL;1;0,0002;29/03/2023 11:16
NUTRICIONISTA E TRABALHADOR ASSEMELHADO;1;0,0002;29/03/2023 11:16
TECNICO DE MECANICA;3;0,0006;29/03/2023 11:16
TECNICO DE BIOLOGIA;1;0,0002;29/03/2023 11:16
SERVIDOR PUBLICO FEDERAL;129;0,0263;29/03/2023 11:16
ENGENHEIRO;119;0,0243;29/03/2023 11:16
SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS;2;0,0004;29/03/2023 11:16
DESENHISTA;7;0,0014;29/03/2023 11:16
EMPREGADO DOMESTICO;2;0,0004;29/03/2023 11:16
TECNICO EM AGRONOMIA E AGRIMENSURA;6;0,0012;29/03/2023 11:16
OCUPANTE DE CARGO EM COMISSAO;3;0,0006;29/03/2023 11:16
DECORADOR;1;0,0002;29/03/2023 11:16
LANTERNEIRO E PINTOR DE VEICULOS;2;0,0004;29/03/2023 11:16
MODELO;1;0,0002;29/03/2023 11:16
AGENTE DE VIAGEM E GUIA DE TURISMO;2;0,0004;29/03/2023 11:16
ASTRONOMO;1;0,0002;29/03/2023 11:16
BANCARIO E ECONOMIARIO;47;0,0096;29/03/2023 11:16
FONOAUDIOLOGO;1;0,0002;29/03/2023 11:16
COMERCIARIO;18;0,0037;29/03/2023 11:16
ESCULTOR, PINTOR, ARTISTA PLASTICO E ASSEMELHADOS;4;0,0008;29/03/2023 11:16
PARAMEDICO;1;0,0002;29/03/2023 11:16
JARDINEIRO;1;0,0002;29/03/2023 11:16
ECONOMISTA;50;0,0102;29/03/2023 11:16
PROTETICO;2;0,0004;29/03/2023 11:16
BOMBEIRO MILITAR;11;0,0022;29/03/2023 11:16
ELETRICISTA E ASSEMELHADOS;10;0,002;29/03/2023 11:16
RELACOES PUBLICAS;3;0,0006;29/03/2023 11:16
MINISTRO DO PODER JUDICIARIO E MAGISTRADO;1;0,0002;29/03/2023 11:16
ATENDENTE DE LANCHONETE E RESTAURANTE;1;0,0002;29/03/2023 11:16
TECNICO DE QUIMICA;1;0,0002;29/03/2023 11:16
PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;190;0,0388;29/03/2023 11:16
ADMINISTRADOR;81;0,0165;29/03/2023 11:16
ARQUITETO;16;0,0033;29/03/2023 11:16
POLICIAL CIVIL;14;0,0029;29/03/2023 11:16
MEMBRO DAS FORCAS ARMADAS;30;0,0061;29/03/2023 11:16
ODONTOLOGO;24;0,0049;29/03/2023 11:16
VETERINARIO;10;0,002;29/03/2023 11:16
DETETIVE PARTICULAR;4;0,0008;29/03/2023 11:16
GERENTE;10;0,002;29/03/2023 11:16
COBRADOR DE TRANSPORTE COLETIVO;1;0,0002;29/03/2023 11:16
TRABALHADOR DE FABRICACAO DE CALCADOS E ARTEFATOS DE COURO;1;0,0002;29/03/2023 11:16
TECNICO DE OBRAS CIVIS, ESTRADAS, SANEAMENTO E TRABALHADOR ASSEMELHADO;4;0,0008;29/03/2023 11:16
BIOLOGO E BIOMEDICO;3;0,0006;29/03/2023 11:16
ZOOTECNISTA;1;0,0002;29/03/2023 11:16
INDUSTRIAL;14;0,0029;29/03/2023 11:16
EMPRESARIO E PRODUTOR DE ESPETACULOS PUBLICOS;11;0,0022;29/03/2023 11:16
POLICIAL MILITAR;97;0,0198;29/03/2023 11:16
VENDEDOR DE COMERCIO VAREJISTA E ATACADISTA;22;0,0045;29/03/2023 11:16
ENFERMEIRO;13;0,0027;29/03/2023 11:16
PETROLEIRO;5;0,001;29/03/2023 11:16
VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;19;0,0039;29/03/2023 11:16
TABELIAO;4;0,0008;29/03/2023 11:16
TECNICO DE LABORATORIO E RAIOS X;4;0,0008;29/03/2023 11:16
ATOR E DIRETOR DE ESPETACULOS PUBLICOS;5;0,001;29/03/2023 11:16
FOTOGRAFO E TRABALHADOR ASSEMELHADO;7;0,0014;29/03/2023 11:16
CANTOR E COMPOSITOR;9;0,0018;29/03/2023 11:16
ENCANADOR,SOLDADOR,CHAPEADOR,CALDEIREIRO,MONTADOR DE ESTRUTURA METALIC;2;0,0004;29/03/2023 11:16
FEIRANTE, AMBULANTE E MASCATE;1;0,0002;29/03/2023 11:16
SECRETARIO,ESTENOGRAFO,DATILOGRAFO,RECEPCIONISTA,TELEFONISTA,TAQUIGRAF;12;0,0024;29/03/2023 11:16
CORRETOR DE IMOVEIS, SEGUROS, TITULOS E VALORES;44;0,009;29/03/2023 11:16
TECNICO DE ENFERMAGEM E TRABALHADOR ASSEMELHADO (EXCETO ENFERMEIRO);3;0,0006;29/03/2023 11:16
GEOLOGO;3;0,0006;29/03/2023 11:16
DIRETOR DE EMPRESAS;11;0,0022;29/03/2023 11:16
TRABALHADOR DE USINAGEM DE METAIS;1;0,0002;29/03/2023 11:16
FERROVIARIO;4;0,0008;29/03/2023 11:16
DIGITADOR;3;0,0006;29/03/2023 11:16
PORTEIRO DE EDIFICIO, ASCENSORISTA, GARAGISTA, FAXINEIRO E ZELADOR;2;0,0004;29/03/2023 11:16
FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL;5;0,001;29/03/2023 11:16
GEOGRAFO;2;0,0004;29/03/2023 11:16
TORNEIRO MECANICO;1;0,0002;29/03/2023 11:16
PESCADOR;1;0,0002;29/03/2023 11:16
