Ocupação;Quantitativo;Porcentagem;Data de carga
VIGILANTE;56;0,0044;29/03/2023 11:16
OPERADOR DE COMPUTADOR;10;0,0008;29/03/2023 11:16
MONTADOR DE MAQUINAS;1;0,0001;29/03/2023 11:16
TECNICO DE MINERACAO, METALURGIA E GEOLOGIA;5;0,0004;29/03/2023 11:16
AUXILIAR DE LABORATORIO;5;0,0004;29/03/2023 11:16
ALFAIATE E COSTUREIRO;7;0,0005;29/03/2023 11:16
ARTESAO;13;0,001;29/03/2023 11:16
DESPACHANTE;18;0,0014;29/03/2023 11:16
TRABALHADOR DE FABRICACAO DE ROUPAS;1;0,0001;29/03/2023 11:16
MOTORISTA DE VEICULOS DE TRANSPORTE DE CARGA;40;0,0031;29/03/2023 11:16
REPRESENTANTE COMERCIAL;86;0,0068;29/03/2023 11:16
ESTUDANTE,BOLSISTA, ESTAGIARIO E ASSEMELHADOS;193;0,0152;29/03/2023 11:16
MILITAR REFORMADO;110;0,0086;29/03/2023 11:16
PECUARISTA;102;0,008;29/03/2023 11:16
LOCUTOR E COMENTARISTA DE RADIO E TELEVISAO E RADIALISTA;129;0,0101;29/03/2023 11:16
TRABALHADOR DE HOTELARIA;3;0,0002;29/03/2023 11:16
AUXILIAR DE ESCRITORIO E ASSEMELHADOS;48;0,0038;29/03/2023 11:16
ALMOXARIFE;9;0,0007;29/03/2023 11:16
JOALHEIROS E OURIVES;3;0,0002;29/03/2023 11:16
SENADOR, DEPUTADO E VEREADOR;733;0,0576;29/03/2023 11:16
PEDAGOGO;34;0,0027;29/03/2023 11:16
DIRETOR DE ESTABELECIMENTO DE ENSINO;6;0,0005;29/03/2023 11:16
MECANICO DE MANUTENCAO;40;0,0031;29/03/2023 11:16
AGENTE ADMINISTRATIVO;65;0,0051;29/03/2023 11:16
TERAPEUTA;4;0,0003;29/03/2023 11:16
JORNALEIRO;2;0,0002;29/03/2023 11:16
AGRONOMO;49;0,0038;29/03/2023 11:16
PSICOLOGO;19;0,0015;29/03/2023 11:16
TRABALHADOR METALURGICO E SIDERURGICO;15;0,0012;29/03/2023 11:16
MOTOBOY;4;0,0003;29/03/2023 11:16
MUSICO;23;0,0018;29/03/2023 11:16
ATLETA PROFISSIONAL E TECNICO EM DESPORTOS;10;0,0008;29/03/2023 11:16
ESTIVADOR, CARREGADOR, EMBALADOR E ASSEMELHADOS;1;0,0001;29/03/2023 11:16
HISTORIADOR;4;0,0003;29/03/2023 11:16
OPERADOR DE APARELHOS DE PRODUCAO INDUSTRIAL;6;0,0005;29/03/2023 11:16
GARIMPEIRO;3;0,0002;29/03/2023 11:16
PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;6;0,0005;29/03/2023 11:16
TRABALHADOR EM ATIVIDADE DE PROCESSAMENTO QUIMICO;2;0,0002;29/03/2023 11:16
CHAVEIRO;1;0,0001;29/03/2023 11:16
PROFESSOR DE ENSINO SUPERIOR;169;0,0133;29/03/2023 11:16
SERVIDOR PUBLICO ESTADUAL;428;0,0336;29/03/2023 11:16
DONA DE CASA;67;0,0053;29/03/2023 11:16
MOTORISTA DE VEICULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;95;0,0075;29/03/2023 11:16
ESTOFADOR;2;0,0002;29/03/2023 11:16
FARMACEUTICO;23;0,0018;29/03/2023 11:16
PROFESSOR E INSTRUTOR DE FORMACAO PROFISSIONAL;42;0,0033;29/03/2023 11:16
TAXISTA E MOTORISTA PARTICULAR;24;0,0019;29/03/2023 11:16
ARTISTA DE CIRCO;5;0,0004;29/03/2023 11:16
SERRALHEIRO;7;0,0005;29/03/2023 11:16
ANTROPOLOGO;2;0,0002;29/03/2023 11:16
BOMBEIRO CIVIL;2;0,0002;29/03/2023 11:16
FUNILEIRO;1;0,0001;29/03/2023 11:16
ADVOGADO;881;0,0692;29/03/2023 11:16
SERVIDOR PUBLICO CIVIL APOSENTADO;86;0,0068;29/03/2023 11:16
PRODUTOR AGROPECUARIO;44;0,0035;29/03/2023 11:16
TRABALHADOR DE ARTES GRAFICAS;9;0,0007;29/03/2023 11:16
AGRICULTOR;162;0,0127;29/03/2023 11:16
COMUNICOLOGO;11;0,0009;29/03/2023 11:16
TRABALHADOR DE CONSTRUCAO CIVIL;42;0,0033;29/03/2023 11:16
SERVENTUARIO DE JUSTICA;31;0,0024;29/03/2023 11:16
TECNICO DE MECANICA;10;0,0008;29/03/2023 11:16
NUTRICIONISTA E TRABALHADOR ASSEMELHADO;5;0,0004;29/03/2023 11:16
QUIMICO;5;0,0004;29/03/2023 11:16
MEMBRO DO MINISTERIO PUBLICO;5;0,0004;29/03/2023 11:16
BOMBEIRO E INSTALADOR DE GAS, AGUA, ESGOTO E ASSEMELHADOS;2;0,0002;29/03/2023 11:16
SERVIDOR PUBLICO FEDERAL;207;0,0163;29/03/2023 11:16
ENGENHEIRO;261;0,0205;29/03/2023 11:16
TECNICO EM AGRONOMIA E AGRIMENSURA;16;0,0013;29/03/2023 11:16
OCUPANTE DE CARGO EM COMISSAO;11;0,0009;29/03/2023 11:16
DESENHISTA;9;0,0007;29/03/2023 11:16
SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS;12;0,0009;29/03/2023 11:16
DECORADOR;6;0,0005;29/03/2023 11:16
EMPREGADO DOMESTICO;5;0,0004;29/03/2023 11:16
LANTERNEIRO E PINTOR DE VEICULOS;3;0,0002;29/03/2023 11:16
OPERADOR DE EQUIP DE RADIO TELEV E DE SONORIZACAO E PROJECOES CINEMAT;4;0,0003;29/03/2023 11:16
AGENTE DE VIAGEM E GUIA DE TURISMO;6;0,0005;29/03/2023 11:16
MESTRE E CONTRAMESTRE DE EMBARCACAO;1;0,0001;29/03/2023 11:16
TRABALHADOR DOS SERVICOS DE CONTABILIDADE, DE CAIXA E ASSEMELHADOS;2;0,0002;29/03/2023 11:16
GARI OU LIXEIRO;1;0,0001;29/03/2023 11:16
BANCARIO E ECONOMIARIO;92;0,0072;29/03/2023 11:16
COMERCIARIO;78;0,0061;29/03/2023 11:16
ESCULTOR, PINTOR, ARTISTA PLASTICO E ASSEMELHADOS;11;0,0009;29/03/2023 11:16
PARAMEDICO;2;0,0002;29/03/2023 11:16
GARCOM;10;0,0008;29/03/2023 11:16
FONOAUDIOLOGO;4;0,0003;29/03/2023 11:16
JARDINEIRO;2;0,0002;29/03/2023 11:16
BIBLIOTECARIO, ARQUIVISTA, MUSEOLOGO E ARQUEOLOGO;1;0,0001;29/03/2023 11:16
TAPECEIRO;1;0,0001;29/03/2023 11:16
ECONOMISTA;84;0,0066;29/03/2023 11:16
ELETRICISTA E ASSEMELHADOS;32;0,0025;29/03/2023 11:16
TECNICO DE QUIMICA;5;0,0004;29/03/2023 11:16
BOMBEIRO MILITAR;22;0,0017;29/03/2023 11:16
RELACOES PUBLICAS;9;0,0007;29/03/2023 11:16
PROTETICO;13;0,001;29/03/2023 11:16
PILOTO DE AVIACAO COMERCIAL, NAVEGADOR, MECANICO DE VOO E ASSEMELHADOS;6;0,0005;29/03/2023 11:16
GERENTE;34;0,0027;29/03/2023 11:16
PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;576;0,0452;29/03/2023 11:16
ARQUITETO;26;0,002;29/03/2023 11:16
ODONTOLOGO;73;0,0057;29/03/2023 11:16
ADMINISTRADOR;163;0,0128;29/03/2023 11:16
VETERINARIO;31;0,0024;29/03/2023 11:16
BIOLOGO E BIOMEDICO;16;0,0013;29/03/2023 11:16
POLICIAL CIVIL;89;0,007;29/03/2023 11:16
MEMBRO DAS FORCAS ARMADAS;33;0,0026;29/03/2023 11:16
TECNICO DE OBRAS CIVIS, ESTRADAS, SANEAMENTO E TRABALHADOR ASSEMELHADO;9;0,0007;29/03/2023 11:16
COBRADOR DE TRANSPORTE COLETIVO;6;0,0005;29/03/2023 11:16
ZOOTECNISTA;5;0,0004;29/03/2023 11:16
DETETIVE PARTICULAR;4;0,0003;29/03/2023 11:16
TRABALHADOR DE FABRICACAO DE CALCADOS E ARTEFATOS DE COURO;3;0,0002;29/03/2023 11:16
INDUSTRIAL;41;0,0032;29/03/2023 11:16
VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;77;0,006;29/03/2023 11:16
VENDEDOR DE COMERCIO VAREJISTA E ATACADISTA;69;0,0054;29/03/2023 11:16
POLICIAL MILITAR;257;0,0202;29/03/2023 11:16
ENFERMEIRO;43;0,0034;29/03/2023 11:16
ENCANADOR,SOLDADOR,CHAPEADOR,CALDEIREIRO,MONTADOR DE ESTRUTURA METALIC;7;0,0005;29/03/2023 11:16
FOTOGRAFO E TRABALHADOR ASSEMELHADO;11;0,0009;29/03/2023 11:16
TECNICO DE LABORATORIO E RAIOS X;14;0,0011;29/03/2023 11:16
PETROLEIRO;6;0,0005;29/03/2023 11:16
EMPRESARIO E PRODUTOR DE ESPETACULOS PUBLICOS;22;0,0017;29/03/2023 11:16
ATOR E DIRETOR DE ESPETACULOS PUBLICOS;10;0,0008;29/03/2023 11:16
TABELIAO;11;0,0009;29/03/2023 11:16
CANTOR E COMPOSITOR;21;0,0016;29/03/2023 11:16
FEIRANTE, AMBULANTE E MASCATE;7;0,0005;29/03/2023 11:16
RELOJOEIRO E MONTADOR DE INSTRUMENTO DE PRECISAO;1;0,0001;29/03/2023 11:16
PORTEIRO DE EDIFICIO, ASCENSORISTA, GARAGISTA, FAXINEIRO E ZELADOR;12;0,0009;29/03/2023 11:16
CORRETOR DE IMOVEIS, SEGUROS, TITULOS E VALORES;90;0,0071;29/03/2023 11:16
SECRETARIO,ESTENOGRAFO,DATILOGRAFO,RECEPCIONISTA,TELEFONISTA,TAQUIGRAF;49;0,0038;29/03/2023 11:16
GEOFISICO;1;0,0001;29/03/2023 11:16
DIRETOR DE EMPRESAS;30;0,0024;29/03/2023 11:16
TECNICO DE ENFERMAGEM E TRABALHADOR ASSEMELHADO (EXCETO ENFERMEIRO);26;0,002;29/03/2023 11:16
FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL;12;0,0009;29/03/2023 11:16
DIGITADOR;14;0,0011;29/03/2023 11:16
MATEMATICO E ATUARIO;2;0,0002;29/03/2023 11:16
GEOGRAFO;5;0,0004;29/03/2023 11:16
PESCADOR;4;0,0003;29/03/2023 11:16
GEOLOGO;5;0,0004;29/03/2023 11:16
FERROVIARIO;7;0,0005;29/03/2023 11:16
TORNEIRO MECANICO;3;0,0002;29/03/2023 11:16
TECNICO TEXTIL;1;0,0001;29/03/2023 11:16
